id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,brand,combined_features
27665,women,Accessories,Bags,handbags,pink,winter,2015,casual,Murcia Women Pink Bag,murcia,women handbags pink murcia casual winter murcia women pink bag
2007,men,Apparel,Topwear,tshirts,black,fall,2010,casual,ADIDAS Mens Full Black T-shirt,adidas,men tshirts black adidas casual fall adidas mens full black t-shirt
43320,women,Apparel,Topwear,tshirts,peach,summer,2012,casual,United Colors of Benetton Women Peach T-shirt,united colors of benetton,women tshirts peach united colors of benetton casual summer united colors of benetton women peach t-shirt
31700,women,Accessories,Jewellery,earrings,silver,winter,2016,ethnic,Fabindia Women Ananya Silver Earrings,fabindia,women earrings silver fabindia ethnic winter fabindia women ananya silver earrings
12582,unisex,Apparel,Topwear,tshirts,white,fall,2011,casual,Tantra Unisex Printed White Tshirts,tantra,unisex tshirts white tantra casual fall tantra unisex printed white tshirts
55245,women,Personal Care,Makeup,foundation and primer,skin,spring,2017,casual,Lakme Silk Naturelle Marble Daily Foundation,lakme,women foundation and primer skin lakme casual spring lakme silk naturelle marble daily foundation
34272,women,Apparel,Topwear,dupatta,off white,summer,2012,ethnic,Fabindia Women Printed Off White & Green Dupatta,fabindia,women dupatta off white fabindia ethnic summer fabindia women printed off white & green dupatta
18884,women,Apparel,Topwear,shirts,red,fall,2011,casual,Arrow Woman Piper Red Shirt,arrow,women shirts red arrow casual fall arrow woman piper red shirt
50737,men,Footwear,Shoes,casual shoes,mushroom brown,winter,2018,casual,Red Chief Men Mushroom Brown Shoes,red,men casual shoes mushroom brown red casual winter red chief men mushroom brown shoes
22317,men,Apparel,Topwear,jackets,khaki,fall,2011,casual,Wildcraft Men Solid Khaki Jacket,wildcraft,men jackets khaki wildcraft casual fall wildcraft men solid khaki jacket
16122,men,Apparel,Topwear,tshirts,white,fall,2011,sports,ADIDAS Men White Polo Tshirt,adidas,men tshirts white adidas sports fall adidas men white polo tshirt
46652,men,Personal Care,Fragrance,deodorant,brown,spring,2017,casual,Rasasi Men Knowledge Deo,rasasi,men deodorant brown rasasi casual spring rasasi men knowledge deo
7575,women,Footwear,Shoes,sports shoes,white,summer,2011,sports,Nike Women's Air Max 90 White Shoe,nike,women sports shoes white nike sports summer nike women's air max 90 white shoe
19956,men,Apparel,Topwear,sweaters,green,spring,2013,casual,United Colors of Benetton Men Green Sweater,united colors of benetton,men sweaters green united colors of benetton casual spring united colors of benetton men green sweater
52060,men,Apparel,Topwear,tshirts,white,summer,2012,casual,Myntra Men White Printed T-shirt,myntra,men tshirts white myntra casual summer myntra men white printed t-shirt
21592,men,Apparel,Bottomwear,shorts,grey,fall,2011,sports,Artengo Men Solid Grey Short,artengo,men shorts grey artengo sports fall artengo men solid grey short
14675,men,Apparel,Topwear,shirts,black,fall,2011,casual,Basics Men Printed Black Slim Fit Shirt,basics,men shirts black basics casual fall basics men printed black slim fit shirt
5222,unisex,Accessories,Bags,backpacks,black,winter,2015,casual,Wildcraft Unisex Black Cruiser Backpack,wildcraft,unisex backpacks black wildcraft casual winter wildcraft unisex black cruiser backpack
11307,women,Apparel,Bottomwear,jeans,blue,fall,2011,casual,Wrangler Women Blue Michelle Jeans,wrangler,women jeans blue wrangler casual fall wrangler women blue michelle jeans
32185,men,Footwear,Flip Flops,flip flops,red,fall,2012,casual,ADIDAS Men Adi Surge Red Flip Flops,adidas,men flip flops red adidas casual fall adidas men adi surge red flip flops
41477,men,Footwear,Shoes,casual shoes,maroon,spring,2013,casual,Carlton London Men Maroon Shoes,carlton,men casual shoes maroon carlton casual spring carlton london men maroon shoes
33057,men,Apparel,Topwear,shirts,black,summer,2012,casual,U.S. Polo Assn. Denim Co. Men Black Shirt,u.s. polo assn.,men shirts black u.s. polo assn. casual summer u.s. polo assn. denim co. men black shirt
44939,men,Footwear,Shoes,formal shoes,black,summer,2013,formal,Franco Leone Men Black Shoes,franco,men formal shoes black franco formal summer franco leone men black shoes
57512,men,Footwear,Shoes,casual shoes,brown,summer,2012,casual,Provogue Men Brown Casual Shoes,provogue,men casual shoes brown provogue casual summer provogue men brown casual shoes
42696,women,Footwear,Shoes,flats,silver,spring,2013,casual,Rocia Women Silver Sandals,rocia,women flats silver rocia casual spring rocia women silver sandals
8159,men,Apparel,Topwear,shirts,blue,summer,2011,casual,Highlander Men Blue Checked Hakan Slim Fit Shirt,highlander,men shirts blue highlander casual summer highlander men blue checked hakan slim fit shirt
55621,men,Footwear,Shoes,formal shoes,black,summer,2012,formal,Numero Uno Men Black Formal Shoes,numero,men formal shoes black numero formal summer numero uno men black formal shoes
43744,women,Accessories,Jewellery,bangle,turquoise blue,summer,2012,casual,Royal Diadem Set of 2 Turquoise Blue Bangles,royal,women bangle turquoise blue royal casual summer royal diadem set of 2 turquoise blue bangles
22773,women,Apparel,Topwear,kurtas,white,summer,2011,ethnic,BIBA Women Printed White Kurta,biba,women kurtas white biba ethnic summer biba women printed white kurta
16546,men,Apparel,Topwear,shirts,green,fall,2011,casual,Basics Men Green Slim Fit Checked Shirt,basics,men shirts green basics casual fall basics men green slim fit checked shirt
8965,women,Footwear,Shoes,sports shoes,white,fall,2011,sports,Puma Women BodyTrain Alt White Sports Shoes,puma,women sports shoes white puma sports fall puma women bodytrain alt white sports shoes
7111,unisex,Accessories,Bags,backpacks,black,winter,2015,casual,Wildcraft Unisex Black Backpack,wildcraft,unisex backpacks black wildcraft casual winter wildcraft unisex black backpack
34616,men,Apparel,Innerwear,briefs,black,summer,2016,casual,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs,hanes,men briefs black hanes casual summer hanes men comfortsoft pack of 2 waistband hip briefs
17494,men,Footwear,Flip Flops,flip flops,navy blue,spring,2012,casual,Puma Men Navy Blue Drifter Cat II Flip Flops,puma,men flip flops navy blue puma casual spring puma men navy blue drifter cat ii flip flops
50353,women,Apparel,Topwear,kurtas,pink,summer,2012,ethnic,Aurelia Women Pink Kurta,aurelia,women kurtas pink aurelia ethnic summer aurelia women pink kurta
28249,men,Personal Care,Fragrance,deodorant,green,spring,2017,casual,Wild stone Men Hydra Energy Deo,wild,men deodorant green wild casual spring wild stone men hydra energy deo
20024,men,Apparel,Topwear,shirts,red,fall,2011,casual,United Colors of Benetton Men Check Red Shirt,united colors of benetton,men shirts red united colors of benetton casual fall united colors of benetton men check red shirt
44561,men,Footwear,Sandal,sandals,black,summer,2012,casual,Coolers Men Black Sandals,coolers,men sandals black coolers casual summer coolers men black sandals
5646,unisex,Footwear,Flip Flops,flip flops,silver,fall,2012,casual,ADIDAS Unisex Adi Pixel Silver Flip Flop,adidas,unisex flip flops silver adidas casual fall adidas unisex adi pixel silver flip flop
37093,men,Apparel,Topwear,tshirts,blue,summer,2012,casual,Wills Lifestyle Men Blue & Green T-Shirt,wills,men tshirts blue wills casual summer wills lifestyle men blue & green t-shirt
4794,men,Apparel,Topwear,tshirts,green,summer,2011,sports,ADIDAS Men's Cv Str Green Polo T-Shirt,adidas,men tshirts green adidas sports summer adidas men's cv str green polo t-shirt
56898,women,Footwear,Shoes,heels,gold,winter,2012,casual,HM Women Golden Heels,hm,women heels gold hm casual winter hm women golden heels
36141,men,Footwear,Shoes,sports shoes,grey,summer,2012,sports,Nike Men Free 4.0 V2 Grey Sports Shoes,nike,men sports shoes grey nike sports summer nike men free 4.0 v2 grey sports shoes
39935,unisex,Accessories,Bags,laptop bag,brown,fall,2012,casual,Tortoise Unisex Brown Laptop Bag,tortoise,unisex laptop bag brown tortoise casual fall tortoise unisex brown laptop bag
52404,women,Apparel,Loungewear and Nightwear,nightdress,blue,winter,2015,casual,Red Rose Women Blue Nightdress,red,women nightdress blue red casual winter red rose women blue nightdress
20818,men,Footwear,Shoes,casual shoes,brown,winter,2018,casual,Red Tape Men Brown Leather Casual Shoes,red tape,men casual shoes brown red tape casual winter red tape men brown leather casual shoes
58902,men,Accessories,Ties,ties,yellow,summer,2012,casual,Hakashi Men Yellow Silk Tie,hakashi,men ties yellow hakashi casual summer hakashi men yellow silk tie
33433,women,Accessories,Bags,handbags,olive,summer,2012,casual,Baggit Women Senorita Koku Olive Handbag,baggit,women handbags olive baggit casual summer baggit women senorita koku olive handbag
57176,women,Apparel,Topwear,tops,cream,summer,2012,casual,Elle Cream Printed T-shirt,elle,women tops cream elle casual summer elle cream printed t-shirt
25556,men,Apparel,Topwear,tshirts,pink,summer,2012,casual,Wrangler Men Biker Pink T-shirt,wrangler,men tshirts pink wrangler casual summer wrangler men biker pink t-shirt
44753,men,Footwear,Shoes,casual shoes,black,summer,2012,casual,Globalite Men Black Court Shoes,globalite,men casual shoes black globalite casual summer globalite men black court shoes
5474,men,Footwear,Shoes,sports shoes,white,summer,2012,sports,Nike Men Air Force 1 '07 White Sports Shoes,nike,men sports shoes white nike sports summer nike men air force 1 '07 white sports shoes
20216,men,Apparel,Topwear,sweaters,red,fall,2011,casual,Wrangler Men Rib Red Sweater,wrangler,men sweaters red wrangler casual fall wrangler men rib red sweater
14023,men,Apparel,Bottomwear,shorts,navy blue,fall,2012,sports,Nike Men Solid Navy Blue Shorts,nike,men shorts navy blue nike sports fall nike men solid navy blue shorts
52636,women,Accessories,Bags,handbags,black,summer,2012,casual,Mod-acc Women Black Handbag,mod-acc,women handbags black mod-acc casual summer mod-acc women black handbag
36373,men,Accessories,Socks,socks,navy blue,summer,2016,casual,Reid & Taylor Men Navy Blue Socks,reid & taylor,men socks navy blue reid & taylor casual summer reid & taylor men navy blue socks
57344,women,Apparel,Innerwear,bra,purple,winter,2015,casual,Amante Purple Bra-BGDI03,amante,women bra purple amante casual winter amante purple bra-bgdi03
10483,men,Apparel,Topwear,tshirts,pink,fall,2011,casual,Flying Machine Men Damson Maroon Tshirts,flying machine,men tshirts pink flying machine casual fall flying machine men damson maroon tshirts
33601,men,Apparel,Topwear,tshirts,white,summer,2012,casual,Arrow Men Striped White T-shirt,arrow,men tshirts white arrow casual summer arrow men striped white t-shirt
41221,men,Footwear,Flip Flops,flip flops,blue,fall,2012,casual,Lotto Men Blue Flip Flops,lotto,men flip flops blue lotto casual fall lotto men blue flip flops
11551,women,Apparel,Topwear,kurtas,blue,summer,2011,ethnic,W Women Printed Blue Kurtas,w,women kurtas blue w ethnic summer w women printed blue kurtas
56296,women,Apparel,Innerwear,briefs,rose,winter,2015,casual,Biara Women Rose Briefs,biara,women briefs rose biara casual winter biara women rose briefs
25764,men,Apparel,Topwear,suspenders,black,summer,2012,formal,Lino Perros Men Black Suspenders,lino perros,men suspenders black lino perros formal summer lino perros men black suspenders
31156,boys,Apparel,Topwear,tshirts,blue,summer,2012,casual,Gini and Jony Boys Blue T-shirt,gini & jony,boys tshirts blue gini & jony casual summer gini and jony boys blue t-shirt
3783,men,Apparel,Topwear,tshirts,white,summer,2011,casual,Status Quo Men's Beach White T-shirt,status,men tshirts white status casual summer status quo men's beach white t-shirt
30084,men,Free Items,Free Gifts,free gifts,black,winter,2016,casual,Ed Hardy Men Black & Green Dial Watch,ed,men free gifts black ed casual winter ed hardy men black & green dial watch
2651,women,Accessories,Bags,handbags,white,winter,2015,casual,Murcia Women Non Leather Laptop White Bag,murcia,women handbags white murcia casual winter murcia women non leather laptop white bag
28847,men,Apparel,Topwear,tshirts,rust,summer,2013,casual,Proline Men Rust Brown Polo T-shirt,proline,men tshirts rust proline casual summer proline men rust brown polo t-shirt
43576,girls,Apparel,Topwear,tops,white,summer,2012,casual,Gini and Jony Girls Knits White Top,gini & jony,girls tops white gini & jony casual summer gini and jony girls knits white top
13206,men,Footwear,Shoes,sports shoes,black,spring,2012,sports,ASICS Men GT 2160 Running Black Sports Shoes,asics,men sports shoes black asics sports spring asics men gt 2160 running black sports shoes
46004,women,Apparel,Saree,sarees,green,summer,2012,ethnic,Fabindia Green & Blue Striped Mangalgiri Saree,fabindia,women sarees green fabindia ethnic summer fabindia green & blue striped mangalgiri saree
7323,men,Footwear,Shoes,casual shoes,brown,winter,2018,casual,Red Tape Men's Casual Brown Shoe,red tape,men casual shoes brown red tape casual winter red tape men's casual brown shoe
49870,women,Accessories,Watches,watches,white,winter,2016,casual,Q&Q Superior Women White Dial Analog Watch,q&q,women watches white q&q casual winter q&q superior women white dial analog watch
22541,men,Footwear,Shoes,sports shoes,white,summer,2010,sports,Lotto  Kids-Boy Jumper  White Sports Shoes,lotto,men sports shoes white lotto sports summer lotto  kids-boy jumper  white sports shoes
16774,unisex,Accessories,Watches,watches,white,winter,2016,casual,ADIDAS Originals Unisex White Dial Watch ADH2127,adidas,unisex watches white adidas casual winter adidas originals unisex white dial watch adh2127
50161,women,Footwear,Shoes,heels,white,winter,2014,casual,Rocia Women White Wedges,rocia,women heels white rocia casual winter rocia women white wedges
34424,men,Apparel,Topwear,tshirts,orange,summer,2012,casual,Myntra Men Green Planet Orange T-shirt,myntra,men tshirts orange myntra casual summer myntra men green planet orange t-shirt
34844,men,Footwear,Sandal,sandals,black,summer,2012,casual,ADIDAS Men Adizero Black Sandals,adidas,men sandals black adidas casual summer adidas men adizero black sandals
22921,women,Accessories,Watches,watches,blue,winter,2016,casual,Fastrack Women Blue Dial Watch 9911PP03,fastrack,women watches blue fastrack casual winter fastrack women blue dial watch 9911pp03
8737,men,Apparel,Topwear,shirts,white,fall,2011,casual,Indigo Nation Men Checks Shirt Purple Shirts,indigo,men shirts white indigo casual fall indigo nation men checks shirt purple shirts
12788,women,Apparel,Topwear,kurtis,pink,fall,2011,ethnic,Mother Earth Women Renu Pink Kurtis,mother,women kurtis pink mother ethnic fall mother earth women renu pink kurtis
35996,boys,Apparel,Topwear,tshirts,yellow,summer,2012,casual,Ben 10 Boys Crew Yellow T-shirt,ben 10,boys tshirts yellow ben 10 casual summer ben 10 boys crew yellow t-shirt
19360,women,Apparel,Innerwear,briefs,white,summer,2017,casual,Beyouty Women H01 Combo3 Fashion Hipster Pack of 3 Breifs,beyouty,women briefs white beyouty casual summer beyouty women h01 combo3 fashion hipster pack of 3 breifs
34078,men,Footwear,Shoes,casual shoes,black,fall,2012,casual,Clarks Men Sentry Cry Leather Black Shoes,clarks,men casual shoes black clarks casual fall clarks men sentry cry leather black shoes
28427,women,Accessories,Watches,watches,white,winter,2016,casual,DKNY Women White Dial Chronograph Watch,dkny,women watches white dkny casual winter dkny women white dial chronograph watch
43916,women,Apparel,Bottomwear,shorts,yellow,summer,2012,casual,Femella Women Yellow Shorts,femella,women shorts yellow femella casual summer femella women yellow shorts
46458,women,Accessories,Watches,watches,brown,winter,2016,smart casual,Timex Women Brown Dial Watch,timex,women watches brown timex smart casual winter timex women brown dial watch
55873,women,Personal Care,Nails,nail polish,pink,spring,2017,casual,Colorbar Pretty Please 2 Nail Lacquer 79V,colorbar,women nail polish pink colorbar casual spring colorbar pretty please 2 nail lacquer 79v
11931,men,Footwear,Shoes,sports shoes,black,fall,2011,sports,Skechers Men Shape Black Sports Shoes,skechers,men sports shoes black skechers sports fall skechers men shape black sports shoes
59682,women,Apparel,Innerwear,briefs,purple,summer,2012,casual,Avirate Purple Hi-Leg Brief,avirate,women briefs purple avirate casual summer avirate purple hi-leg brief
25338,women,Accessories,Watches,watches,red,winter,2016,casual,CASIO Sheen Women Red Dial Chronograph Watch SX029 SHE-5017L-4ADF,casio,women watches red casio casual winter casio sheen women red dial chronograph watch sx029 she-5017l-4adf
5814,women,Apparel,Topwear,tops,white,summer,2011,casual,ADIDAS Women Go Glow Top,adidas,women tops white adidas casual summer adidas women go glow top
57718,women,Personal Care,Lips,lip gloss,gold,spring,2017,casual,Lotus Herbals Seduction Golden Mango Lip Gloss 39,lotus,women lip gloss gold lotus casual spring lotus herbals seduction golden mango lip gloss 39
32981,men,Apparel,Topwear,tshirts,red,summer,2012,casual,Mr. Men Printed Red T-shirt,mr.,men tshirts red mr. casual summer mr. men printed red t-shirt
52058,men,Apparel,Topwear,tshirts,blue,summer,2012,casual,Myntra Men Blue T-shirt,myntra,men tshirts blue myntra casual summer myntra men blue t-shirt
25936,women,Accessories,Scarves,scarves,purple,summer,2012,casual,Femella Women Purple Scarf,femella,women scarves purple femella casual summer femella women purple scarf
20478,women,Accessories,Wallets,wallets,brown,winter,2015,casual,Baggit Women Oscar Opart Brown Wallet,baggit,women wallets brown baggit casual winter baggit women oscar opart brown wallet
58562,women,Apparel,Bottomwear,jeans,navy blue,fall,2012,casual,Puma Women Navy Blue Jeans,puma,women jeans navy blue puma casual fall puma women navy blue jeans
33853,men,Footwear,Shoes,casual shoes,grey,summer,2012,casual,Puma Men Bolt Hawthorne Hex Grey Shoes,puma,men casual shoes grey puma casual summer puma men bolt hawthorne hex grey shoes
52864,women,Accessories,Jewellery,earrings,red,summer,2012,casual,Adrika Red Earrings,adrika,women earrings red adrika casual summer adrika red earrings
44901,men,Apparel,Topwear,tshirts,black,summer,2012,casual,Puma Men Black Polo Neck T-shirt,puma,men tshirts black puma casual summer puma men black polo neck t-shirt
38487,women,Accessories,Belts,belts,black,summer,2012,casual,Baggit Women Black Spirit Taj Belt,baggit,women belts black baggit casual summer baggit women black spirit taj belt
43318,women,Apparel,Bottomwear,jeans,black,summer,2012,casual,United Colors of Benetton Women Black Jeans,united colors of benetton,women jeans black united colors of benetton casual summer united colors of benetton women black jeans
13468,men,Apparel,Topwear,tshirts,green,summer,2011,casual,United Colors of Benetton Men Solid Green Tshirts,united colors of benetton,men tshirts green united colors of benetton casual summer united colors of benetton men solid green tshirts
19152,men,Apparel,Topwear,tshirts,grey,summer,2011,casual,United Colors of Benetton Men Grey T-shirt,united colors of benetton,men tshirts grey united colors of benetton casual summer united colors of benetton men grey t-shirt
49622,women,Footwear,Shoes,heels,black,winter,2015,casual,Catwalk Women Black Flats,catwalk,women heels black catwalk casual winter catwalk women black flats
16926,men,Apparel,Topwear,tshirts,blue,fall,2011,casual,Spykar Men Stripes Blue Tshirt,spykar,men tshirts blue spykar casual fall spykar men stripes blue tshirt
8505,unisex,Accessories,Socks,socks,white,summer,2011,sports,Nike Unisex Ap Kids Snl G White Socks,nike,unisex socks white nike sports summer nike unisex ap kids snl g white socks
2803,men,Footwear,Sandal,sandals,beige,fall,2009,casual,iD Men Casual Leather/Felt Beige Sandal,id,men sandals beige id casual fall id men casual leather/felt beige sandal
28615,men,Apparel,Topwear,tshirts,black,summer,2012,sports,Nike Men Black T-shirt,nike,men tshirts black nike sports summer nike men black t-shirt
44559,men,Footwear,Sandal,sandals,black,summer,2012,casual,Coolers Men Black Sandals,coolers,men sandals black coolers casual summer coolers men black sandals
57972,women,Apparel,Saree,sarees,multi,fall,2012,ethnic,Prafful Women Multi Coloured Sari,prafful,women sarees multi prafful ethnic fall prafful women multi coloured sari
10689,men,Apparel,Topwear,tshirts,white,fall,2011,casual,Doodle Boy Casual White Tshirts,doodle,men tshirts white doodle casual fall doodle boy casual white tshirts
39131,women,Apparel,Bottomwear,leggings,pink,fall,2012,casual,Aneri Women Pink Leggings,aneri,women leggings pink aneri casual fall aneri women pink leggings
36945,men,Footwear,Shoes,sports shoes,grey,fall,2012,sports,Fila Men DLS Temporal Grey Sports Shoes,fila,men sports shoes grey fila sports fall fila men dls temporal grey sports shoes
7915,men,Apparel,Topwear,tshirts,olive,fall,2011,casual,Proline Men Olive Green Polo T-shirt,proline,men tshirts olive proline casual fall proline men olive green polo t-shirt
19536,men,Apparel,Topwear,sweaters,purple,summer,2011,casual,United Colors of Benetton Men Solid Purple Sweater,united colors of benetton,men sweaters purple united colors of benetton casual summer united colors of benetton men solid purple sweater
55619,men,Footwear,Shoes,formal shoes,black,summer,2012,formal,Numero Uno Men Black Formal Shoes,numero,men formal shoes black numero formal summer numero uno men black formal shoes
49246,men,Accessories,Headwear,caps,red,fall,2012,casual,Arrow Men Red Cap,arrow,men caps red arrow casual fall arrow men red cap
8161,men,Apparel,Topwear,shirts,white,summer,2011,casual,Highlander Men White Checked Hal Slim Fit Shirt,highlander,men shirts white highlander casual summer highlander men white checked hal slim fit shirt
3589,men,Footwear,Shoes,casual shoes,white,summer,2012,casual,Converse Men's All Star Canvas Ox White Shoe,converse,men casual shoes white converse casual summer converse men's all star canvas ox white shoe
48394,men,Apparel,Bottomwear,trousers,black,summer,2012,formal,French Connection Men Black Trousers,french connection,men trousers black french connection formal summer french connection men black trousers
7129,men,Apparel,Topwear,tshirts,cream,fall,2011,casual,Urban Yoga Men's Melange T-shirt,urban,men tshirts cream urban casual fall urban yoga men's melange t-shirt
23699,men,Accessories,Eyewear,sunglasses,black,winter,2016,casual,Ray-Ban Men Predator Sunglasses,ray-ban,men sunglasses black ray-ban casual winter ray-ban men predator sunglasses
28271,men,Personal Care,Fragrance,deodorant,red,spring,2017,casual,Old Spice Men Original Deo,old,men deodorant red old casual spring old spice men original deo
13830,men,Apparel,Topwear,sweaters,grey,fall,2011,casual,Indigo Nation Men Stripes Grey Sweaters,indigo,men sweaters grey indigo casual fall indigo nation men stripes grey sweaters
49074,women,Personal Care,Nails,nail polish,magenta,spring,2017,unknown,Deborah 7 Days Long Nail Polish 838,deborah,women nail polish magenta deborah unknown spring deborah 7 days long nail polish 838
8353,boys,Apparel,Topwear,tshirts,white,fall,2011,casual,Doodle Boy's Original Royal Classic White Kidswear,doodle,boys tshirts white doodle casual fall doodle boy's original royal classic white kidswear
46800,women,Footwear,Shoes,sports shoes,grey,summer,2012,sports,Nike Women Smoke Grey Sports Shoes,nike,women sports shoes grey nike sports summer nike women smoke grey sports shoes
50965,women,Apparel,Innerwear,bra,lavender,summer,2017,casual,Enamor Lavender Smooth Bra,enamor,women bra lavender enamor casual summer enamor lavender smooth bra
2669,women,Accessories,Bags,handbags,brown,winter,2015,casual,Murcia Women Khaki Leatherette Hand Bag,murcia,women handbags brown murcia casual winter murcia women khaki leatherette hand bag
22579,women,Apparel,Topwear,sweatshirts,black,summer,2011,sports,Nike Women Black Sweatshirt,nike,women sweatshirts black nike sports summer nike women black sweatshirt
49848,men,Accessories,Watches,watches,white,winter,2016,casual,Q&Q Men White Analog Watch,q&q,men watches white q&q casual winter q&q men white analog watch
29191,men,Accessories,Bags,backpacks,black,summer,2012,casual,United Colors of Benetton Men Black Backpack,united colors of benetton,men backpacks black united colors of benetton casual summer united colors of benetton men black backpack
31952,men,Footwear,Shoes,sports shoes,grey,summer,2012,sports,Nike Men T90 Strike IV Hg-B Grey Sports Shoes,nike,men sports shoes grey nike sports summer nike men t90 strike iv hg-b grey sports shoes
27837,men,Accessories,Belts,belts,black,summer,2013,casual,Bulchee Men Plain Jeans Black Belt,bulchee,men belts black bulchee casual summer bulchee men plain jeans black belt
50159,women,Footwear,Shoes,heels,silver,winter,2012,casual,Rocia Women Silver Toned Heels,rocia,women heels silver rocia casual winter rocia women silver toned heels
30880,women,Apparel,Topwear,kurtas,yellow,summer,2012,ethnic,Fabindia Women Printed Yellow Kurta,fabindia,women kurtas yellow fabindia ethnic summer fabindia women printed yellow kurta
28043,men,Apparel,Innerwear,briefs,grey melange,summer,2016,casual,Jockey ELANCE Men Grey Melange Brief 1008,jockey,men briefs grey melange jockey casual summer jockey elance men grey melange brief 1008
58334,men,Footwear,Flip Flops,flip flops,black,summer,2012,casual,Lotto Men Purple Flip Flops,lotto,men flip flops black lotto casual summer lotto men purple flip flops
37299,men,Accessories,Watches,watches,silver,winter,2016,casual,CASIO Enticer Men Grey Dial Analogue Watch A521,casio,men watches silver casio casual winter casio enticer men grey dial analogue watch a521
33639,men,Footwear,Flip Flops,flip flops,grey,summer,2012,casual,Lotto Men Grey Sport Line Flip Flops,lotto,men flip flops grey lotto casual summer lotto men grey sport line flip flops
11569,women,Apparel,Topwear,kurtas,purple,summer,2011,ethnic,W Women Printed Purple Kurtas,w,women kurtas purple w ethnic summer w women printed purple kurtas
39303,men,Footwear,Shoes,casual shoes,khaki,winter,2018,casual,Red Chief Men Khaki Shoes,red,men casual shoes khaki red casual winter red chief men khaki shoes
41219,men,Footwear,Flip Flops,flip flops,red,summer,2012,casual,Lotto Men Red Sport Line Flip Flops,lotto,men flip flops red lotto casual summer lotto men red sport line flip flops
57986,women,Apparel,Dress,dresses,grey,fall,2012,casual,Latin Quarters Women Grey Dress,latin,women dresses grey latin casual fall latin quarters women grey dress
40931,girls,Apparel,Bottomwear,leggings,blue,summer,2012,casual,Gini and Jony Girls Happy Style Blue Leggings,gini & jony,girls leggings blue gini & jony casual summer gini and jony girls happy style blue leggings
59020,women,Footwear,Shoes,heels,brown,winter,2012,casual,Carlton London Women Brown Heels,carlton,women heels brown carlton casual winter carlton london women brown heels
56854,men,Apparel,Topwear,shirts,teal,summer,2012,party,John Players Men Teal Shirt,john,men shirts teal john party summer john players men teal shirt
4758,men,Apparel,Topwear,tshirts,grey,summer,2011,sports,ADIDAS Men's Perf Str Polo Grey T-Shirt,adidas,men tshirts grey adidas sports summer adidas men's perf str polo grey t-shirt
24448,women,Apparel,Innerwear,briefs,lavender,summer,2017,casual,Beyouty Women Pack of 3 Briefs,beyouty,women briefs lavender beyouty casual summer beyouty women pack of 3 briefs
37863,men,Accessories,Wallets,wallets,black,summer,2012,casual,Hidekraft Men Black Wallet,hidekraft,men wallets black hidekraft casual summer hidekraft men black wallet
38017,women,Accessories,Watches,watches,blue,winter,2016,casual,Q&Q Women Blue Watch,q&q,women watches blue q&q casual winter q&q women blue watch
21906,women,Apparel,Topwear,kurtas,purple,fall,2011,ethnic,BIBA Women Printed Purple Kurta,biba,women kurtas purple biba ethnic fall biba women printed purple kurta
56068,women,Personal Care,Lips,lipstick,brown,spring,2017,casual,Colorbar Diva For Keeps Lipstick 001,colorbar,women lipstick brown colorbar casual spring colorbar diva for keeps lipstick 001
8195,men,Apparel,Topwear,shirts,navy blue,summer,2011,casual,Locomotive Men Solid Poplin Lamberto Navy Blue Shirts,locomotive,men shirts navy blue locomotive casual summer locomotive men solid poplin lamberto navy blue shirts
9047,men,Footwear,Shoes,sports shoes,black,fall,2011,sports,ADIDAS Men Agora Lea Black Sports Shoes,adidas,men sports shoes black adidas sports fall adidas men agora lea black sports shoes
43788,women,Accessories,Jewellery,earrings,gold,summer,2012,ethnic,Royal Diadem Earrings,royal,women earrings gold royal ethnic summer royal diadem earrings
48360,men,Apparel,Topwear,shirts,navy blue,summer,2012,casual,French Connection Men Navy Blue & White Check Shirt,french connection,men shirts navy blue french connection casual summer french connection men navy blue & white check shirt
18410,women,Footwear,Shoes,flats,brown,winter,2015,casual,Skechers Women Tone-Ups Brown Sandals,skechers,women flats brown skechers casual winter skechers women tone-ups brown sandals
6833,women,Footwear,Shoes,sports shoes,grey,summer,2011,sports,Nike Women's Air Max Excel Black Shoe,nike,women sports shoes grey nike sports summer nike women's air max excel black shoe
12916,men,Apparel,Topwear,tshirts,black,fall,2011,casual,Spykar Men Live My Space Black T-Shirts,spykar,men tshirts black spykar casual fall spykar men live my space black t-shirts
35708,men,Footwear,Shoes,casual shoes,black,summer,2012,casual,Nike Men Air Ralston Mid Lite Black Shoes,nike,men casual shoes black nike casual summer nike men air ralston mid lite black shoes
17458,men,Accessories,Watches,watches,black,winter,2016,casual,CASIO G-Shock Men Black Analogue-Digital Watch GA-100-1A4DR G272,casio,men watches black casio casual winter casio g-shock men black analogue-digital watch ga-100-1a4dr g272
28285,men,Accessories,Eyewear,sunglasses,black,winter,2016,casual,Fastrack Men Black Sunglasses,fastrack,men sunglasses black fastrack casual winter fastrack men black sunglasses
47328,women,Accessories,Bags,mobile pouch,grey,summer,2012,casual,Baggit Women Grey Doodle Jhuti Mobile Pouch,baggit,women mobile pouch grey baggit casual summer baggit women grey doodle jhuti mobile pouch
49080,women,Personal Care,Lips,lipstick,brown,spring,2017,unknown,Deborah Atomic Red 02 Lipstick,deborah,women lipstick brown deborah unknown spring deborah atomic red 02 lipstick
